"ActConfigID","RefGroupID","AlgorithmId","EditionID","ProductDescription","ProductKeyType","IsRandomized","PartNumber","EULAType","IsValid","Start","End","Total Keys"
"{afd55ac6-d0b0-4812-9047-6c756d82bedf}","3763","msft:rm/algorithm/pkey/2009","ServerStandard","Windows Server 2016 RTM ServerStandard Retail","Retail","FALSE","[RS1]X21-03125:Virtual","Retail","true","0","4999999","5000000"
"","","","","","","","[RS1]X21-03126:Virtual","Retail","true","5000000","11499999","6500000"
"","","","","","","","[RS1]X21-03127:Virtual","Retail","true","11500000","41499999","30000000"
"","","","","","","","[RS1]X21-03128:Virtual","Retail","true","41500000","71499999","30000000"
"","","","","","","","[RS1]X21-03129:Virtual","Retail","true","71500000","81499999","10000000"
"","","","","","","","[RS1]X21-03219:Virtual","Retail","true","81500000","141499999","60000000"
"","","","","","","","[RS1]X21-03220:Virtual","Retail","true","141500000","146499999","5000000"
"","","","","","","","[RS1]X21-03221:Virtual","Retail","true","146500000","146999999","500000"
"","","","","","","","[RS1]res-v3763:Virtual","Retail","true","147000000","999999999","853000000"
"","","","","","","","","","","","[SUBTOTAL]","1000000000"
"{21c56779-b449-4d20-adfc-eece0e1ad74b}","3764","msft:rm/algorithm/pkey/2009","ServerDatacenter","Windows Server 2016 RTM ServerDatacenter Volume:GVLK","Volume:GVLK","FALSE","[RS1]X21-03130","Volume","true","0","29","30"
"","","","","","","","[RS1]X21-03131","Volume","true","30","59","30"
"","","","","","","","[RS1]res-v3764","Volume","true","60","999999999","999999940"
"","","","","","","","","","","","[SUBTOTAL]","1000000000"
"{fea51083-1906-44ed-9072-86af9be7ab9a}","3765","msft:rm/algorithm/pkey/2009","ServerDatacenter","Windows Server 2016 RTM ServerDatacenter Volume:MAK","Volume:MAK","FALSE","[RS1]X21-03132:Virtual","Volume","true","0","6499999","6500000"
"","","","","","","","[RS1]X21-03133:Virtual","Volume","true","6500000","9499999","3000000"
"","","","","","","","[RS1]X21-03134:Virtual","Volume","true","9500000","12499999","3000000"
"","","","","","","","[RS1]X21-03135:Virtual","Volume","true","12500000","18499999","6000000"
"","","","","","","","[RS1]X21-03136:Virtual","Volume","true","18500000","24999999","6500000"
"","","","","","","","[RS1]X21-03137:Virtual","Volume","true","25000000","31499999","6500000"
"","","","","","","","[RS1]X21-03138:Virtual","Volume","true","31500000","37999999","6500000"
"","","","","","","","[RS1]X21-03139:Virtual","Volume","true","38000000","44499999","6500000"
"","","","","","","","[RS1]X21-03140:Virtual","Volume","true","44500000","50999999","6500000"
"","","","","","","","[RS1]X21-03141:Virtual","Volume","true","51000000","57499999","6500000"
"","","","","","","","[RS1]X21-03142:Virtual","Volume","true","57500000","63999999","6500000"
"","","","","","","","[RS1]X21-03143:Virtual","Volume","true","64000000","70499999","6500000"
"","","","","","","","[RS1]X21-03144:Virtual","Volume","true","70500000","71499999","1000000"
"","","","","","","","[RS1]X21-03145:Virtual","Volume","true","71500000","71999999","500000"
"","","","","","","","[RS1]X21-03146:Virtual","Volume","true","72000000","72999999","1000000"
"","","","","","","","[RS1]X21-03147:Virtual","Volume","true","73000000","73999999","1000000"
"","","","","","","","[RS1]X21-03148:Virtual","Volume","true","74000000","74999999","1000000"
"","","","","","","","[RS1]X21-03149:Virtual","Volume","true","75000000","75999999","1000000"
"","","","","","","","[RS1]X21-03150:Virtual","Volume","true","76000000","76999999","1000000"
"","","","","","","","[RS1]X21-03151:Virtual","Volume","true","77000000","77999999","1000000"
"","","","","","","","[RS1]X21-03152:Virtual","Volume","true","78000000","78999999","1000000"
"","","","","","","","[RS1]X21-03153:Virtual","Volume","true","79000000","79999999","1000000"
"","","","","","","","[RS1]X21-03154:Virtual","Volume","true","80000000","80999999","1000000"
"","","","","","","","[RS1]X21-03155:Virtual","Volume","true","81000000","85999999","5000000"
"","","","","","","","[RS1]X21-03156:Virtual","Volume","true","86000000","86049999","50000"
"","","","","","","","[RS1]X21-03157:Virtual","Volume","true","86050000","86249999","200000"
"","","","","","","","[RS1]res-v3765:Virtual","Volume","true","86250000","999999999","913750000"
"","","","","","","","","","","","[SUBTOTAL]","1000000000"
"{562634bb-b8d8-43eb-8325-bf63a42c4174}","3766","msft:rm/algorithm/pkey/2009","ServerDatacenter","Windows Server 2016 RTM ServerDatacenter VT:IA","VT:IA","FALSE","[RS1]X21-03158:Virtual","Retail","true","0","49","50"
"","","","","","","","[RS1]X21-03159:Virtual","Retail","true","50","99","50"
"","","","","","","","[RS1]res-v3766:Virtual","Retail","true","100","999999999","999999900"
"","","","","","","","","","","","[SUBTOTAL]","1000000000"
"{a43f7b89-8023-413a-9f58-b8aec2c04d00}","3767","msft:rm/algorithm/pkey/2009","ServerDatacenter","Windows Server 2016 RTM ServerDatacenter OEM:NONSLP","OEM:NONSLP","FALSE","[RS1]X21-03160:Virtual","OEM","true","0","5999999","6000000"
"","","","","","","","[RS1]X21-03161:Virtual","OEM","true","6000000","7999999","2000000"
"","","","","","","","[RS1]X21-03162:Virtual","OEM","true","8000000","8099999","100000"
"","","","","","","","[RS1]X21-03163:Virtual","OEM","true","8100000","10099999","2000000"
"","","","","","","","[RS1]X21-03164:Virtual","OEM","true","10100000","16599999","6500000"
